ID,Product Name,Price,Brand,Product Rating,Seller Rating,Questions,Reviews,Rank,Product Links
1,Samsung A14 4GB/64GB - 5000 mAh Battery - 6.6' Display - Android 13,34999,Samsung,4.4,0,0,14,61.6,https://www.daraz.pk/products/samsung-a14-4gb64gb-5000-mah-battery-66-display-android-13-i436839264-s2101404094.html?search=1
2,Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,51999,Xiaomi,4.7,93,7,17,79.9,https://www.daraz.pk/products/redmi-note-12-8gb-128gb-pta-approved-with-official-1-year-warranty-i421074981-s1988370279.html?search=1
3,Redmi 12C (4GB-128GB),27999,Xiaomi,4.6,93,10,17,78.2,https://www.daraz.pk/products/redmi-12c-4gb-128gb-i423267378-s2003110636.html?search=1
4,Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,64499,Infinix,4.7,0,1,18,84.6,https://www.daraz.pk/products/infinix-note-30-pro-8-256-gb-pta-approved-with-official-1-year-warranty-i436821010-s2101334479.html?search=1
5,Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,32999,Realme,4.2,0,2,17,71.4,https://www.daraz.pk/products/realme-narzo-50a-prime-4gb-128gb-pta-approved-with-official-1-year-warranty-i436801398-s2101274808.html?search=1
6,Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,49999,Xiaomi,4.7,92,10,16,75.2,https://www.daraz.pk/products/redmi-note-12-8-gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i429185340-s2040915791.html?search=1
7,Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,19399,Xiaomi,4.7,92,9,7,32.9,https://www.daraz.pk/products/redmi-a2-3gb64gb-mediatek-helio-g36-android-12-5000-mah-battery-i430451931-s2051820850.html?search=1
8,"Infinix Note 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery",43499,Infinix,4.3,0,9,22,94.6,https://www.daraz.pk/products/infinix-note-30-8gb128gb-android-13-678-display-5000-mah-battery-i436820987-s2101357944.html?search=1
9,Redmi note 12 8GB RAM -128GB ROM PTA APPROVED OFFICIAL WARRANTY SUPER FAST CHARGING,50499,Redmi,3.2,85,8,16,51.2,https://www.daraz.pk/products/redmi-note-12-8gb-ram-128gb-rom-pta-approved-official-warranty-super-fast-charging-i421521093-s1991845039.html?search=1
10,Tecno SPARK 10 PRO 8GB RAM - 256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,38450,Tecno,4.5,89,8,15,67.5,https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?search=1
11,vivo Y17s - 6GB RAM - 128GB ROM - 5000mAh Battery - 50+2 MP Camera - Helio G85 Processor,44999,Vivo,4.8,92,8,14,67.2,https://www.daraz.pk/products/vivo-y17s-6gb-ram-128gb-rom-5000mah-battery-502-mp-camera-helio-g85-processor-i434216463-s2082615909.html?search=1
12,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",36999,Infinix,4.9,95,1,10,49,https://www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i432054677-s2064260237.html?search=1
13,"SPARX NEO 7 ULTRA 6+128GB || 6.7"" DISPLAY || 5000mAh BATTERY || OCTA CORE PROCESSOR || FAST CHARGING || PTA APPROVED || ONE YEAR BRAND WARRANTY",28999,No Brand,4.5,92,10,7,31.5,https://www.daraz.pk/products/sparx-neo-7-ultra-6128gb-67-display-5000mah-battery-octa-core-processor-fast-charging-pta-approved-one-year-brand-warranty-i423781498-s2073410404.html?search=1
14,Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,19999,Redmi,4.7,91,4,11,51.7,https://www.daraz.pk/products/a2-3gb-64gb-5000mah-i430324944-s2050666136.html?search=1
15,Samsung Galaxy A24 8GB+128GB,72999,Samsung,4.6,92,4,16,73.6,https://www.daraz.pk/products/samsung-galaxy-a24-8gb128gb-i427414634-s2030038838.html?search=1
16,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",46999,Infinix,4.8,95,2,17,81.6,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1
17,Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty,19999,Honor,4.7,90,1,25,117.5,https://www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1
18,Samsung Galaxy A14 6GB+128GB,54999,Samsung,4.3,92,4,23,98.9,https://www.daraz.pk/products/samsung-galaxy-a14-6gb128gb-i422210787-s1998035735.html?search=1
19,Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,26999,Xiaomi,4.7,92,8,16,75.2,https://www.daraz.pk/products/redmi-12c-4gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i425103339-s2013166151.html?search=1
20,"Redmi 12C - 6.71"" Inch Display - 4GB RAM",25990,Redmi,4.5,85,1,19,85.5,https://www.daraz.pk/products/redmi-12c-671-inch-display-4gb-ram-i425222112-s2014006595.html?search=1
21,itel A60s 4GB RAM* +128GB ROM 6.6″ HD+ Display 5000mAh Battery PTA approved Official Brand Warranty,22399,itel,4.7,85,2,18,84.6,https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?search=1
22,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,29999,Samsung,4.6,93,2,15,69,https://www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i438355041-s2122292352.html?search=1
23,Samsung Galaxy A14 4GB+128GB,51999,Samsung,4.7,92,3,16,75.2,https://www.daraz.pk/products/samsung-galaxy-a14-4gb128gb-i422211748-s1998041160.html?search=1
24,Xiaomi Redmi Note 12 || 8GB Ram 128GB Rom || 5000mAh Battery 33W Fast Charger,50399,Redmi,4.8,91,0,16,76.8,https://www.daraz.pk/products/12-8gb-128gb-5000mah-33-i421379488-s1989920618.html?search=1
25,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",29999,Redmi,4.7,95,9,18,84.6,https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1
26,Samsung Galaxy A54 8GB+256GB,128999,Samsung,4.6,92,2,1,4.6,https://www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1
27,Sparx neo 7 ultra 8GB RAM 128GB ROM || 50 MP dual camera || 5000mAh battery || PTA approved || 1 year brand warranty,31499,No Brand,4.3,92,7,5,21.5,https://www.daraz.pk/products/sparx-neo-7-ultra-8gb-ram-128gb-rom-50-mp-dual-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i432785193-s2114126786.html?search=1
28,Redmi Note 12 (8GB-256GB) PTA Approved With Official 1 Year Warranty,61999,Xiaomi,4.7,93,0,18,84.6,https://www.daraz.pk/products/redmi-note-12-8gb-256gb-pta-approved-with-official-1-year-warranty-i432987619-s2071517363.html?search=1
29,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",46999,Infinix,4.6,87,7,12,55.2,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i428260994-s2049065109.html?search=1
30,Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,36999,Infinix,4.7,91,0,24,112.8,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i431382940-s2064284782.html?search=1
31,Xiaomi 13T (12GB-256GB) PTA Approved With Official 1 Year Warranty,169999,Xiaomi,4.5,93,10,18,81,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?search=1
32,TECNO CAMON 20 - 8GB+8GB RAM 256GB ROM - 5000 mAh Battery,47000,Tecno,5,89,9,15,75,https://www.daraz.pk/products/20-8gb-8gb-256gb-5000-mah-i428986336-s2045897546.html?search=1
33,OPPO A17 4GB + 64GB 5000mAh Battery,36999,OPPO,4.7,90,5,18,84.6,https://www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383387.html?search=1
34,"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",27999,Itel,4.6,85,10,18,82.8,https://www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404169.html?search=1
35,Tecno CAMON 20 8GB RAM-256GB ROM 5000MAH BATTERY PTA APPROVED OFFICIAL BRAND WARRANTY,45496,Tecno,5,95,2,1,5,https://www.daraz.pk/products/20-8gb-ram-256gb-5000mah-pta-i432856844-s2101369194.html?search=1
36,"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",53999,Tecno,4.7,94,2,16,75.2,https://www.daraz.pk/products/tecno-camon-20-8gb256gb-64-mp-camera-5000-mah-battery-667-i428102257-s2035159540.html?search=1
37,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,28999,Redmi,4.9,94,10,18,88.2,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1
38,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,39999,Samsung,4.7,93,7,17,79.9,https://www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1
39,Sparx Neo X || 4GB RAM 64GB ROM || 50MP +2MP Camera || 5000mAh Battery || PTA Approved || 1 Year Brand Warranty,24999,No Brand,4.6,92,8,15,69,https://www.daraz.pk/products/sparx-neo-x-4gb-ram-64gb-rom-50mp-2mp-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i429329343-s2045915202.html?search=1
40,itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,22749,itel,4.4,88,3,20,88,https://www.daraz.pk/products/itel-a60s-66-hd-display-8128gb-storage-hd-display-8mp-dual-rear-camera-i433726040-s2090405684.html?search=1
41,Samsung A14 4GB/64GB - 5000 mAh Battery - 6.6' Display - Android 13,34999,Samsung,4.4,0,6,14,61.6,https://www.daraz.pk/products/samsung-a14-4gb64gb-5000-mah-battery-66-display-android-13-i436839264-s2101404094.html?search=1
42,Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,51999,Xiaomi,4.7,93,9,17,79.9,https://www.daraz.pk/products/redmi-note-12-8gb-128gb-pta-approved-with-official-1-year-warranty-i421074981-s1988370279.html?search=1
43,Redmi 12C (4GB-128GB),27999,Xiaomi,4.6,93,6,17,78.2,https://www.daraz.pk/products/redmi-12c-4gb-128gb-i423267378-s2003110636.html?search=1
44,Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,64499,Infinix,4.7,0,4,18,84.6,https://www.daraz.pk/products/infinix-note-30-pro-8-256-gb-pta-approved-with-official-1-year-warranty-i436821010-s2101334479.html?search=1
45,Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,32999,Realme,4.2,0,0,17,71.4,https://www.daraz.pk/products/realme-narzo-50a-prime-4gb-128gb-pta-approved-with-official-1-year-warranty-i436801398-s2101274808.html?search=1
46,Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,49999,Xiaomi,4.7,92,9,16,75.2,https://www.daraz.pk/products/redmi-note-12-8-gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i429185340-s2040915791.html?search=1
47,Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,19399,Xiaomi,4.7,92,2,7,32.9,https://www.daraz.pk/products/redmi-a2-3gb64gb-mediatek-helio-g36-android-12-5000-mah-battery-i430451931-s2051820850.html?search=1
48,"Infinix Note 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery",43499,Infinix,4.3,0,8,19,81.7,https://www.daraz.pk/products/infinix-note-30-8gb128gb-android-13-678-display-5000-mah-battery-i436820987-s2101357944.html?search=1
49,Redmi note 12 8GB RAM -128GB ROM PTA APPROVED OFFICIAL WARRANTY SUPER FAST CHARGING,50499,Redmi,3.2,85,8,16,51.2,https://www.daraz.pk/products/redmi-note-12-8gb-ram-128gb-rom-pta-approved-official-warranty-super-fast-charging-i421521093-s1991845039.html?search=1
50,Tecno SPARK 10 PRO 8GB RAM - 256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,38450,Tecno,4.5,89,0,16,72,https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?search=1
51,vivo Y17s - 6GB RAM - 128GB ROM - 5000mAh Battery - 50+2 MP Camera - Helio G85 Processor,44999,Vivo,4.8,92,2,10,48,https://www.daraz.pk/products/vivo-y17s-6gb-ram-128gb-rom-5000mah-battery-502-mp-camera-helio-g85-processor-i434216463-s2082615909.html?search=1
52,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",36999,Infinix,4.9,95,9,7,34.3,https://www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i432054677-s2064260237.html?search=1
53,"SPARX NEO 7 ULTRA 6+128GB || 6.7"" DISPLAY || 5000mAh BATTERY || OCTA CORE PROCESSOR || FAST CHARGING || PTA APPROVED || ONE YEAR BRAND WARRANTY",28999,No Brand,4.5,92,5,11,49.5,https://www.daraz.pk/products/sparx-neo-7-ultra-6128gb-67-display-5000mah-battery-octa-core-processor-fast-charging-pta-approved-one-year-brand-warranty-i423781498-s2073410404.html?search=1
54,Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,19999,Redmi,4.7,91,4,16,75.2,https://www.daraz.pk/products/a2-3gb-64gb-5000mah-i430324944-s2050666136.html?search=1
55,Samsung Galaxy A24 8GB+128GB,72999,Samsung,4.6,92,0,17,78.2,https://www.daraz.pk/products/samsung-galaxy-a24-8gb128gb-i427414634-s2030038838.html?search=1
56,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",46999,Infinix,4.8,95,8,19,91.2,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1
57,Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty,19999,Honor,4.7,90,7,23,108.1,https://www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1
58,Samsung Galaxy A14 6GB+128GB,54999,Samsung,4.3,92,5,16,68.8,https://www.daraz.pk/products/samsung-galaxy-a14-6gb128gb-i422210787-s1998035735.html?search=1
59,Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,26999,Xiaomi,4.7,92,10,19,89.3,https://www.daraz.pk/products/redmi-12c-4gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i425103339-s2013166151.html?search=1
60,"Redmi 12C - 6.71"" Inch Display - 4GB RAM",25990,Redmi,4.5,85,5,18,81,https://www.daraz.pk/products/redmi-12c-671-inch-display-4gb-ram-i425222112-s2014006595.html?search=1
61,itel A60s 4GB RAM* +128GB ROM 6.6″ HD+ Display 5000mAh Battery PTA approved Official Brand Warranty,22399,itel,4.7,85,3,15,70.5,https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?search=1
62,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,29999,Samsung,4.6,93,4,16,73.6,https://www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i438355041-s2122292352.html?search=1
63,Samsung Galaxy A14 4GB+128GB,51999,Samsung,4.7,92,7,25,117.5,https://www.daraz.pk/products/samsung-galaxy-a14-4gb128gb-i422211748-s1998041160.html?search=1
64,Xiaomi Redmi Note 12 || 8GB Ram 128GB Rom || 5000mAh Battery 33W Fast Charger,50399,Redmi,4.8,91,9,18,86.4,https://www.daraz.pk/products/12-8gb-128gb-5000mah-33-i421379488-s1989920618.html?search=1
65,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",29999,Redmi,4.7,95,4,18,84.6,https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1
66,Samsung Galaxy A54 8GB+256GB,128999,Samsung,4.6,92,9,5,23,https://www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1
67,Sparx neo 7 ultra 8GB RAM 128GB ROM || 50 MP dual camera || 5000mAh battery || PTA approved || 1 year brand warranty,31499,No Brand,4.3,92,0,18,77.4,https://www.daraz.pk/products/sparx-neo-7-ultra-8gb-ram-128gb-rom-50-mp-dual-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i432785193-s2114126786.html?search=1
68,Redmi Note 12 (8GB-256GB) PTA Approved With Official 1 Year Warranty,61999,Xiaomi,4.7,93,7,12,56.4,https://www.daraz.pk/products/redmi-note-12-8gb-256gb-pta-approved-with-official-1-year-warranty-i432987619-s2071517363.html?search=1
69,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",46999,Infinix,4.6,87,1,24,110.4,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i428260994-s2049065109.html?search=1
70,Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,36999,Infinix,4.7,91,3,18,84.6,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i431382940-s2064284782.html?search=1
71,Xiaomi 13T (12GB-256GB) PTA Approved With Official 1 Year Warranty,169999,Xiaomi,4.5,93,1,15,67.5,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?search=1
72,TECNO CAMON 20 - 8GB+8GB RAM 256GB ROM - 5000 mAh Battery,47000,Tecno,5,89,10,18,90,https://www.daraz.pk/products/20-8gb-8gb-256gb-5000-mah-i428986336-s2045897546.html?search=1
73,OPPO A17 4GB + 64GB 5000mAh Battery,36999,OPPO,4.7,90,1,27,126.9,https://www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383387.html?search=1
74,"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",27999,Itel,4.6,85,3,1,4.6,https://www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404169.html?search=1
75,Tecno CAMON 20 8GB RAM-256GB ROM 5000MAH BATTERY PTA APPROVED OFFICIAL BRAND WARRANTY,45496,Tecno,5,95,9,16,80,https://www.daraz.pk/products/20-8gb-ram-256gb-5000mah-pta-i432856844-s2101369194.html?search=1
76,"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",53999,Tecno,4.7,94,8,18,84.6,https://www.daraz.pk/products/tecno-camon-20-8gb256gb-64-mp-camera-5000-mah-battery-667-i428102257-s2035159540.html?search=1
77,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,28999,Redmi,4.9,94,8,26,127.4,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1
78,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,39999,Samsung,4.7,93,1,15,70.5,https://www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1
79,Sparx Neo X || 4GB RAM 64GB ROM || 50MP +2MP Camera || 5000mAh Battery || PTA Approved || 1 Year Brand Warranty,24999,No Brand,4.6,92,10,20,92,https://www.daraz.pk/products/sparx-neo-x-4gb-ram-64gb-rom-50mp-2mp-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i429329343-s2045915202.html?search=1
80,itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,22749,itel,4.4,88,5,27,118.8,https://www.daraz.pk/products/itel-a60s-66-hd-display-8128gb-storage-hd-display-8mp-dual-rear-camera-i433726040-s2090405684.html?search=1
81,"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W",49999,Redmi,4.8,95,10,14,67.2,https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1
82,Original Vivo Y85 with Box & Charger - Dual Sim Approved - Vivo Y85a - 4GB RAM Mobile - Snapdragon Mobile,15999,Vivo,3,92,1,1,3,https://www.daraz.pk/products/original-vivo-y85-with-box-charger-dual-sim-approved-vivo-y85a-4gb-ram-mobile-snapdragon-mobile-i436809943-s2101413702.html?search=1
83,vivo V29e 5G - 8+8GB Extended RAM - 256GB ROM - 50MP AF Group Selfie - 120Hz Amoled Display,109999,Vivo,3.8,92,4,1,3.8,https://www.daraz.pk/products/vivo-v29e-5g-88gb-extended-ram-256gb-rom-50mp-af-group-selfie-120hz-amoled-display-i437889286-s2113900509.html?search=1
84,Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,50699,Redmi,4.8,90,9,23,110.4,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i421271122-s1988956005.html?search=1
85,Itel S23 - 8GB Ram - 256GB Rom - 5000mAh Battery,32500,Itel,4.8,95,9,6,28.8,https://www.daraz.pk/products/s23-8-128-5000mah-i433716549-s2081356367.html?search=1
86,"Infinix Note 30 RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable",46999,Infinix,4.8,95,0,25,120,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428559876-s2046485138.html?search=1
